H1.1,H1.2,H2.1,H4.1,H6.1
LOC101928697,0,0,0,0,0
ANKRD26P3,0,0,0,0,0
LINC00421,0,0,0,0,0
TPTE2,0,0,0,0,1
LINC00350,0,0,0,0,0
MPHOSPH8,10,3,224,43,82
PSPC1,22,5,297,48,103
ZMYM5,9,4,106,27,46
ZMYM2,17,2,152,16,54
LINC01072,0,0,0,0,0
GJA3,0,0,0,0,0
GJB2,0,0,0,0,0
GJB6,0,0,0,0,0
CRYL1,0,1,10,2,2
MIR4499,0,0,0,0,0
IFT88,0,1,83,9,16
IL17D,0,0,11,0,1
EEF1AKMT1,13,1,145,16,38
XPO4,5,0,64,7,20
LINC00367,0,0,0,0,0
LATS2,8,0,86,19,15
SAP18,174,38,2240,425,881
SKA3,9,3,167,25,35
MRPL57,82,22,1121,141,396
LINC01046,0,0,0,0,0
LOC101928764,0,0,0,0,0
MIPEPP3,0,0,7,1,5
LINC00539,0,0,0,1,0
GRK6P1,0,0,1,1,0
ZDHHC20,4,3,48,12,32
MICU2,14,5,300,41,113
FGF9,1,1,30,0,3
LINC00424,0,0,0,0,0
LINC00540,0,0,0,0,1
LINC00621,0,0,0,0,0
BASP1P1,0,0,0,0,0
SGCG,0,0,0,0,5
SACS,17,2,150,25,45
SACS-AS1,0,0,0,0,0
LINC00327,0,0,1,0,0
TNFRSF19,0,0,6,0,31
MIPEP,0,1,34,3,6
PCOTH,0,0,14,2,3
C1QTNF9B,0,0,0,0,0
ANKRD20A19P,0,0,0,0,0
SPATA13,1,1,114,6,32
MIR2276,0,0,0,0,0
SPATA13-AS1,0,0,0,0,0
C1QTNF9,0,0,0,0,0
LINC00566,0,0,0,0,0
PARP4,5,2,77,11,20
LOC105370295,0,0,0,0,1
TPTE2P6,0,0,0,0,1
ATP12A,0,0,0,0,120
RNF17,0,0,0,0,2
CENPJ,12,2,212,20,35
TPTE2P1,0,0,2,0,7
PABPC3,1,0,1,1,0
AMER2,0,1,114,3,0
LINC00463,0,0,0,0,0
LINC01053,0,0,1,0,0
MTMR6,0,0,43,6,24
NUP58,9,3,121,22,38
ATP8A2,0,0,1,0,7
SHISA2,6,1,2,3,7
LINC00415,0,0,0,0,0
RNF6,5,0,47,18,24
CDK8,3,2,66,22,20
WASF3,5,3,167,19,16
GPR12,0,0,0,0,0
USP12,1,1,72,16,12
USP12-AS1,0,0,0,0,0
USP12-AS2,0,0,1,1,0
LINC00412,0,0,0,0,0
SNORD102,0,0,0,0,0
SNORA27,0,0,0,0,0
RASL11A,0,0,7,1,2
GTF3A,73,16,1210,151,249
MTIF3,25,1,291,39,112
LNX2,1,0,19,1,11
POLR1D,66,24,896,148,541
GSX1,0,0,0,0,0
PLUT,0,0,0,0,0
PDX1,0,0,0,0,0
LINC00543,0,0,0,0,1
CDX2,0,0,3,1,34
URAD,0,0,0,0,12
FLT3,0,0,2,0,0
PAN3-AS1,0,0,9,2,1
PAN3,4,0,95,10,71
FLT1,2,0,8,2,9
POMP,292,35,2912,624,1796
SLC46A3,0,0,0,0,23
MTUS2,0,0,2,0,2
MTUS2-AS1,0,0,0,0,0
SLC7A1,11,3,110,31,26
LOC102723345,3,2,12,3,0
UBL3,2,1,211,33,54
LINC00297,0,0,0,0,0
LINC00572,0,0,0,0,0
LINC00544,0,0,0,0,0
LINC00365,0,0,0,0,0
LINC00384,0,0,0,0,0
KATNAL1,4,0,54,8,21
LINC00426,0,0,0,0,1
LINC01058,0,0,0,0,0
UBE2L5,0,0,2,0,1
HMGB1,594,149,9307,1963,3315
USPL1,2,3,37,4,14
ALOX5AP,0,0,0,0,0
LINC00398,0,0,0,0,0
LINC00545,1,0,4,6,6
TEX26-AS1,0,0,0,0,0
MEDAG,0,0,3,0,0
TEX26,0,0,1,0,0
HSPH1,43,9,441,81,210
B3GLCT,1,1,44,7,21
RXFP2,0,0,0,0,0
EEF1DP3,0,0,0,0,0
FRY-AS1,0,0,2,0,0
FRY,1,0,8,3,1
ZAR1L,2,0,0,0,0
BRCA2,12,3,151,21,35
N4BP2L1,0,0,6,0,2
N4BP2L2,22,4,512,89,106
MICOS10P1,1,0,6,0,3
N4BP2L2-IT2,0,0,1,1,1
PDS5B,10,1,179,25,68
LINC00423,0,0,0,0,0
KL,0,0,0,1,0
STARD13,0,2,2,1,1
STARD13-AS,0,0,0,0,0
LINC02344,0,0,0,0,0
RFC3,13,5,207,33,97
LINC02343,0,0,0,0,0
LINC00457,0,0,0,0,0
NBEA,3,1,62,9,12
MAB21L1,0,0,1,1,0
LINC00445,0,0,0,0,0
DCLK1,2,0,32,16,15
CCDC169-SOHLH2,0,0,0,0,0
SOHLH2,0,0,0,0,0
CCDC169,1,0,3,4,14
SPART,9,5,425,45,184
SPART-AS1,0,0,2,0,0
CCNA1,0,0,3,0,3
SERTM1,0,0,6,0,1
RFXAP,8,1,110,16,14
SMAD9,3,1,23,1,2
ALG5,23,2,394,54,133
EXOSC8,70,11,1261,178,285
SUPT20H,8,5,292,23,59
CSNK1A1L,0,0,1,0,0
LINC01048,0,0,0,0,0
LINC00547,0,0,0,0,0
POSTN,0,0,5,2,1
TRPC4,4,0,85,4,6
LINC00571,0,0,1,0,0
UFM1,13,3,341,108,160
LINC00437,0,0,1,0,0
LINC00366,0,0,0,0,0
FREM2,0,0,22,2,12
FREM2-AS1,0,0,0,0,0
STOML3,0,0,143,4,0
PROSER1,3,2,63,25,27
NHLRC3,2,0,33,3,6
LHFPL6,10,7,714,81,36
COG6,3,3,31,7,23
MIR4305,0,0,0,0,0
LINC00332,0,0,0,0,0
LINC00548,0,0,0,0,0
LINC00598,0,0,0,0,0
FOXO1,4,0,81,6,8
MIR320D1,0,0,0,0,0
MRPS31,11,4,214,32,53
SLC25A15,5,0,68,12,35
TPTE2P5,0,0,4,0,0
MIR621,0,0,0,0,0
SUGT1P3,0,0,0,1,0
ELF1,2,1,48,10,27
WBP4,21,7,204,57,69
MIR3168,0,0,0,0,0
KBTBD6,4,2,76,18,12
LOC101929140,0,0,6,1,1
KBTBD7,3,0,83,5,19
MTRF1,2,0,37,4,7
NAA16,9,2,98,10,25
OR7E37P,0,0,0,0,0
RGCC,0,0,169,2,14
VWA8,2,1,14,2,15
MIR5006,0,0,0,0,0
VWA8-AS1,0,0,0,1,0
DGKH,0,0,37,10,10
AKAP11,7,2,102,13,34
LINC02341,0,0,0,0,0
TNFSF11,0,0,0,0,1
FAM216B,0,0,0,0,0
LINC01050,0,0,0,0,0
LINC00428,0,0,0,0,2
EPSTI1,0,0,0,0,195
DNAJC15,28,2,496,50,423
LINC00400,0,0,0,0,0
ENOX1,2,0,10,2,1
ENOX1-AS2,0,0,0,0,0
CCDC122,0,1,29,7,9
LACC1,0,1,2,3,2
NRAD1,0,0,0,0,0
LINC00390,0,0,0,0,0
SMIM2-AS1,0,0,3,0,2
SMIM2,0,0,0,0,0
SMIM2-IT1,0,0,0,0,0
MIR8079,0,0,0,0,0
SERP2,6,2,90,13,6
TUSC8,0,0,0,0,0
TSC22D1,24,12,825,90,226
TSC22D1-AS1,0,0,6,0,0
LINC00407,0,0,1,0,0
LINC00330,0,0,0,0,0
NUFIP1,15,1,193,33,46
GPALPP1,5,1,160,22,28
LOC101929259,0,0,2,0,0
GTF2F2,35,0,470,85,154
KCTD4,0,0,1,0,0
TPT1,955,234,13836,2858,6421
SNORA31B,0,0,0,0,0
SNORA31,0,0,0,0,0
TPT1-AS1,2,0,53,6,7
SLC25A30,1,0,4,0,7
SLC25A30-AS1,0,0,0,0,0
COG3,0,0,20,4,9
ERICH6B,0,0,0,0,0
LINC01055,0,0,0,0,0
CBY2,0,0,0,1,0
SIAH3,0,0,0,0,0
ZC3H13,52,16,601,87,123
CPB2-AS1,1,0,16,1,1
CPB2,0,0,0,0,0
LCP1,2,0,0,1,7
LRRC63,0,0,0,0,0
LINC00563,0,0,0,0,0
RUBCNL,0,0,2,0,12
LINC01198,0,0,1,0,6
LOC112268117,0,0,0,0,0
LRCH1,1,1,12,5,11
ESD,44,14,1035,138,246
HTR2A,0,0,2,0,0
HTR2A-AS1,0,0,0,0,0
LINC00562,0,1,4,3,9
SUCLA2,18,3,415,66,187
NUDT15,16,7,481,101,283
MED4,28,6,470,55,167
MED4-AS1,0,0,0,0,0
ITM2B,58,15,1233,149,1083
RB1-DT,0,0,0,1,0
RB1,5,1,94,11,17
LPAR6,1,0,33,7,9
RCBTB2,7,0,130,15,30
LINC00462,0,0,0,0,0
CYSLTR2,0,0,0,0,0
FNDC3A,10,4,234,53,37
MLNR,0,0,0,0,0
LOC105370203,0,2,15,2,6
CDADC1,3,1,40,7,8
CAB39L,4,0,41,3,8
SETDB2,0,0,7,3,4
SETDB2-PHF11,0,0,0,0,0
PHF11,0,0,1,0,1
RCBTB1,1,0,40,7,8
ARL11,0,0,0,0,1
EBPL,57,23,1141,114,305
KPNA3,20,2,388,63,85
CTAGE10P,0,0,1,0,0
SPRYD7,5,0,106,26,60
DLEU2,5,1,86,10,19
MIR3613,0,0,0,0,0
TRIM13,13,3,205,25,64
KCNRG,0,1,5,0,0
MIR16-1,0,0,0,0,0
MIR15A,0,0,0,0,0
DLEU1,15,4,163,10,62
ST13P4,0,0,4,1,3
DLEU1-AS1,0,0,0,0,0
DLEU7,1,0,13,0,1
DLEU7-AS1,0,0,0,0,0
RNASEH2B-AS1,0,0,5,0,0
RNASEH2B,20,4,273,34,107
GUCY1B2,0,0,0,0,0
C13orf42,0,0,0,0,6
FAM124A,4,2,27,6,10
SERPINE3,0,0,0,0,0
MIR5693,0,0,0,0,0
INTS6,13,4,84,19,42
INTS6-AS1,0,0,12,3,2
MIR4703,0,0,0,0,0
WDFY2,9,0,116,26,25
DHRS12,3,1,49,12,17
TMEM272,0,0,0,0,0
CCDC70,0,0,0,0,0
ATP7B,3,0,13,1,2
ALG11,4,0,15,8,2
UTP14C,0,0,0,0,0
NEK5,0,0,14,2,3
LOC101929657,0,0,0,0,0
NEK3,6,1,161,19,48
MRPS31P5,0,1,28,3,7
LINC02333,0,0,0,0,0
THSD1,0,0,1,2,1
VPS36,9,3,224,33,71
CKAP2,18,6,432,45,53
TPTE2P3,0,0,1,0,1
HNRNPA1L2,9,3,131,7,25
SUGT1,53,14,829,131,310
CNMD,5,0,10,2,2
MIR759,0,0,0,0,0
PCDH8,0,0,20,5,6
OLFM4,0,0,0,0,0
LINC01065,0,0,0,0,0
LINC00558,0,0,0,0,0
LINC00458,0,0,0,5,2104
MIR1297,0,0,0,0,0
MIR5007,0,0,0,0,0
PRR20A,0,0,0,0,0
PRR20B,0,0,0,0,0
PRR20C,0,0,0,0,0
PRR20D,0,0,0,0,0
PRR20E,0,0,0,0,0
PCDH17,1,0,58,7,29
LINC02338,0,0,0,0,0
LINC00374,0,0,0,0,0
DIAPH3,11,1,199,38,56
DIAPH3-AS1,0,0,0,0,0
DIAPH3-AS2,0,0,0,0,0
LINC00434,0,0,0,0,0
TDRD3,2,3,105,13,24
LINC00378,0,0,0,0,0
MIR3169,0,0,0,0,0
PCDH20,0,0,2,1,3
LINC02339,0,0,0,0,0
LINC00358,0,0,0,0,0
LINC01075,0,0,0,0,0
LINC01074,0,0,0,0,0
LINC00459,0,0,0,0,0
LINC00448,0,0,0,0,0
LINC00376,0,0,0,0,0
LINC00395,0,0,0,0,0
OR7E156P,0,0,0,0,0
LOC102723968,0,0,0,0,0
LOC647264,0,0,0,0,0
LINC00355,0,0,0,0,0
LINC01052,0,0,0,0,0
MIR548X2,0,0,0,0,0
MIR4704,0,0,0,0,0
PCDH9,0,0,107,8,31
PCDH9-AS2,0,0,0,0,0
PCDH9-AS3,0,0,0,0,0
PCDH9-AS4,0,0,0,0,0
LINC00364,0,0,0,0,0
LINC00550,0,0,0,0,0
LINC00383,0,0,0,0,0
KLHL1,0,0,0,0,0
ATXN8OS,0,0,0,0,0
LINC00348,0,0,0,0,9
DACH1,8,4,117,13,7
MZT1,32,13,804,98,262
BORA,2,1,74,4,26
DIS3,12,1,161,26,58
PIBF1,6,2,143,17,18
KLF5,0,0,6,20,37
LINC00392,0,0,0,0,0
KLF12,2,0,48,5,10
LINC00402,0,0,0,0,0
LOC100288208,0,0,0,0,0
LINC00381,0,0,0,0,0
LINC00347,0,0,0,0,0
CTAGE11P,0,0,0,0,0
LINC01078,0,0,0,0,0
TBC1D4,7,2,37,5,10
COMMD6,107,26,1138,238,456
UCHL3,35,8,507,90,211
LMO7-AS1,0,0,0,0,0
LMO7,0,0,7,1,23
LMO7DN,0,0,0,0,0
LMO7DN-IT1,0,0,0,0,0
LINC00561,0,0,0,0,0
KCTD12,0,0,39,2,5
BTF3P11,0,0,0,0,0
ACOD1,0,0,0,0,0
CLN5,8,4,105,11,35
FBXL3,6,0,30,5,23
MYCBP2,13,2,229,29,85
MYCBP2-AS1,0,0,0,0,0
SCEL,0,0,0,0,2
SCEL-AS1,0,0,0,0,0
LOC100129307,0,0,0,0,0
SLAIN1,8,1,88,8,5
MIR3665,0,0,0,0,0
EDNRB-AS1,1,0,9,0,3
EDNRB,1,1,1,3,83
LINC01069,0,0,0,0,0
LINC00446,0,0,0,0,0
OBI1-AS1,0,0,0,0,0
LOC780529,0,0,0,0,0
POU4F1,0,0,1,0,1
OBI1,14,0,227,32,28
LINC00331,0,0,0,0,0
RBM26,13,4,243,49,67
RBM26-AS1,0,0,19,1,2
NDFIP2-AS1,0,0,0,0,0
NDFIP2,6,0,117,16,99
LINC01068,0,0,0,0,1
LINC01038,0,0,0,0,0
LINC00382,0,0,0,0,0
LINC01080,0,0,0,0,0
SPRY2,11,3,558,74,240
LINC00377,0,0,0,0,0
LINC00564,0,0,0,0,0
SLITRK1,0,0,5,0,0
LINC00333,0,0,0,0,0
SNORA107,0,0,0,0,0
LINC00375,0,0,0,0,0
LINC00351,0,0,0,0,0
SLITRK6,0,0,0,0,0
LINC00430,0,0,0,0,0
MIR4500HG,0,0,1,0,0
MIR4500,0,0,0,0,0
SLITRK5,1,0,47,2,2
LINC00397,0,0,0,0,0
LINC00373,0,0,0,0,0
LINC00433,0,0,0,0,0
LINC00560,0,0,0,0,0
LINC01047,0,0,0,0,0
LINC00440,0,0,0,0,0
LINC01040,0,0,0,0,0
LINC00353,0,0,0,0,0
LINC00559,0,0,0,0,0
MIR622,0,0,0,0,0
LINC01049,0,0,0,0,0
LINC00410,0,0,0,0,0
LINC00380,0,0,0,0,0
LINC00379,0,0,3,0,11
MIR17HG,9,5,91,15,21
MIR17,0,0,0,0,0
MIR18A,0,0,0,0,0
MIR19A,0,0,0,0,0
MIR20A,0,0,0,0,0
MIR19B1,0,0,0,0,0
MIR92A1,0,0,0,0,0
GPC5,0,0,0,0,0
GPC5-AS2,0,0,0,0,0
MIR548AS,0,0,0,0,0
GPC5-AS1,0,0,0,0,0
LINC00363,0,0,0,0,0
GPC6,7,1,78,8,41
GPC6-AS2,0,0,0,0,0
GPC6-AS1,0,0,0,0,0
DCT,0,0,1,0,0
TGDS,4,2,79,19,34
GPR180,5,2,62,17,21
LOC101927248,0,0,1,0,0
SOX21,4,1,127,28,0
SOX21-AS1,1,0,47,8,0
LOC112268114,17,3,292,97,1
LOC101927284,0,0,0,0,0
LINC00557,0,0,0,0,0
ABCC4,0,0,35,5,13
SNORD13G,0,0,0,0,0
CLDN10,3,1,25,5,21
CLDN10-AS1,0,0,0,0,0
DZIP1,11,4,161,10,14
DNAJC3-DT,1,1,20,4,10
DNAJC3,15,0,253,35,134
UGGT2,6,1,58,10,14
HS6ST3,0,1,0,0,1
MIR4501,0,0,0,0,0
LINC00359,0,0,0,0,0
OXGR1,0,0,2,0,0
LINC00456,0,0,0,0,0
MBNL2,2,0,31,3,0
RAP2A,5,2,87,23,88
IPO5,51,9,551,83,162
FARP1,16,1,270,32,96
RNF113B,0,0,1,0,0
MIR3170,0,0,0,0,0
STK24,16,4,184,29,119
STK24-AS1,0,0,9,0,1
SLC15A1,0,0,0,0,0
DOCK9,0,0,11,2,12
DOCK9-AS1,0,0,0,0,0
DOCK9-DT,0,0,0,0,3
UBAC2-AS1,1,1,26,2,12
UBAC2,22,2,366,43,91
GPR18,0,0,1,0,0
GPR183,0,0,1,0,1
FKSG29,0,0,0,0,0
MIR623,0,0,0,0,0
LINC01232,0,0,0,0,0
LINC00449,1,1,4,0,1
TM9SF2,6,2,219,27,127
LINC01039,0,0,0,0,0
CLYBL,1,1,17,3,2
MIR4306,0,0,0,0,0
CLYBL-AS2,0,0,1,0,0
CLYBL-AS1,0,0,0,0,0
LOC101927437,0,0,0,0,0
ZIC5,10,1,59,3,23
ZIC2,33,8,771,68,185
LINC00554,0,0,0,0,0
PCCA-DT,18,2,164,12,73
PCCA,8,1,100,10,22
PCCA-AS1,0,0,0,0,0
GGACT,1,0,23,1,2
TMTC4,3,2,116,14,20
NALCN-AS1,0,0,0,0,0
LINC00411,0,0,0,0,0
NALCN,0,0,0,1,1
ITGBL1,0,0,0,0,0
FGF14,0,0,4,0,1
MIR2681,0,0,0,0,0
MIR4705,0,0,0,0,0
FGF14-IT1,0,0,0,0,0
FGF14-AS1,0,0,0,0,0
FGF14-AS2,2,3,77,10,2
TPP2,8,1,124,25,60
METTL21C,0,0,0,0,0
CCDC168,1,0,4,1,0
TEX30,12,4,392,42,58
POGLUT2,2,1,86,7,28
BIVM,3,0,46,4,15
BIVM-ERCC5,0,0,0,0,0
ERCC5,0,0,6,0,2
METTL21EP,0,0,0,0,0
SLC10A2,0,0,0,0,0
LINC01309,0,0,0,0,0
DAOA-AS1,0,0,0,0,0
DAOA,0,0,0,0,0
LINC00343,0,0,0,0,0
LINC00460,0,0,0,1,0
EFNB2,23,4,1268,244,109
ARGLU1,54,16,922,162,246
LINC00551,0,0,2,0,0
LINC00443,0,0,0,0,0
FAM155A,1,0,21,3,2
SNORD31B,0,0,0,0,0
MIR1267,0,0,0,0,0
FAM155A-IT1,1,0,9,0,1
LIG4,0,0,28,5,7
ABHD13,7,3,87,15,52
TNFSF13B,0,0,2,1,2
MYO16,0,0,5,0,0
MYO16-AS1,0,0,0,0,0
LINC00399,0,0,0,0,0
LINC00676,0,0,0,0,0
IRS2,7,0,75,71,36
LINC00396,0,0,0,0,0
LOC105370361,0,0,0,0,0
COL4A1,12,4,348,79,192
COL4A2,19,10,415,86,129
MIR8073,0,0,0,0,0
COL4A2-AS2,0,0,0,0,0
COL4A2-AS1,0,0,0,0,0
RAB20,3,0,5,0,38
NAXD,2,2,48,5,33
CARS2,26,0,296,32,68
ING1,14,2,142,24,69
LINC00567,0,0,0,0,0
LOC105370362,0,0,1,2,0
LINC00346,0,0,1,0,0
ANKRD10,14,4,261,36,77
LINC00431,0,0,0,0,0
LINC00368,0,0,3,1,0
ARHGEF7-AS2,0,0,6,0,0
ARHGEF7,5,1,95,18,27
ARHGEF7-AS1,0,0,0,0,0
LOC101060553,0,0,1,0,1
TEX29,1,0,2,0,0
LINC02337,0,0,0,0,0
LINC00354,0,0,0,0,0
SOX1-OT,0,0,18,2,0
SOX1,1,0,434,24,0
LOC100506016,0,0,0,0,0
LINC01070,0,0,0,0,0
LOC101928730,0,0,0,0,0
LINC01043,0,0,30,0,0
LINC01044,0,0,0,0,0
SPACA7,0,0,0,0,0
TUBGCP3,1,0,63,2,11
ATP11AUN,0,0,0,0,0
ATP11A,1,1,76,14,34
ATP11A-AS1,0,0,0,0,0
MCF2L-AS1,0,0,14,2,3
MCF2L,1,1,38,1,5
F7,0,0,0,0,2
F10,0,2,13,3,1
F10-AS1,0,0,0,0,0
PROZ,0,0,0,0,0
PCID2,27,4,371,59,125
CUL4A,11,3,179,37,87
MIR8075,0,0,0,0,0
LAMP1,27,6,573,67,254
GRTP1,6,1,63,2,35
GRTP1-AS1,0,0,0,0,0
LOC101928841,0,0,1,1,1
ADPRHL1,0,0,6,3,4
DCUN1D2,3,0,15,3,8
TMCO3,8,4,133,42,56
TFDP1,16,3,309,35,102
ATP4B,0,0,0,0,2
GRK1,0,0,0,0,0
LINC00552,0,0,0,0,0
TMEM255B,0,0,9,2,2
GAS6-AS1,0,0,0,0,0
GAS6,4,1,80,8,155
GAS6-DT,0,0,2,0,1
LINC00454,0,0,0,0,0
LINC00452,0,0,0,0,0
LINC00565,0,0,0,0,0
C13orf46,0,0,0,0,0
RASA3,1,0,67,10,11
CDC16,12,2,173,32,72
MIR548AR,0,0,0,0,0
MIR4502,0,0,0,0,0
UPF3A,23,4,400,51,209
CHAMP1,8,0,134,8,44
LINC01054,0,0,0,0,0
BAGE,0,0,0,0,0
BAGE5,0,0,0,0,0
BAGE3,0,0,0,0,0
OR11H12,0,0,0,0,0
LINC02297,0,0,0,0,0
POTEM,0,0,0,0,0
LOC100508046,0,0,0,0,0
DUXAP10,0,0,0,0,0
DUXAP9,0,0,0,0,0
BMS1P17,0,0,0,0,0
BMS1P18,0,0,0,0,0
BMS1P22,0,0,0,0,0
LNCRNA-ATB,0,0,0,0,0
LINC01297-DUXAP10-NBEAP6,0,0,1,0,0
LINC01297,0,0,0,0,0
POTEG,0,0,0,0,0
LOC101929572,0,0,0,0,0
POTEH-AS1,0,0,0,0,0
OR11H2,0,0,0,0,0
OR4Q3,0,0,0,0,0
OR4M1,0,0,0,0,0
OR4N2,0,0,0,0,0
OR4K3,0,0,0,0,0
OR4K2,0,0,0,0,0
OR4K5,0,0,0,0,0
OR4K1,0,0,0,0,0
OR4K15,0,0,0,0,0
OR4Q2,0,0,0,0,0
OR4K14,0,0,0,0,0
OR4K13,0,0,0,0,0
OR4L1,0,0,0,0,0
OR4K17,0,0,0,0,0
OR4N5,0,0,0,0,0
OR11G2,0,0,0,0,0
OR11H6,0,0,0,0,0
OR11H7,0,0,0,0,0
OR11H4,0,0,0,0,0
TTC5,8,3,150,27,35
CCNB1IP1,54,18,1027,184,337
SNORA79B,0,0,0,0,0
SNORD126,0,0,0,0,0
RPPH1,1,0,0,1,0
PARP2,10,2,194,32,56
TEP1,0,0,3,0,1
KLHL33,0,0,0,0,0
OSGEP,18,4,203,26,116
APEX1,115,41,2142,241,580
PIP4P1,14,3,246,31,69
PNP,20,5,213,39,216
RNASE10,0,0,0,0,0
RNASE9,0,0,0,0,0
RNASE11,0,0,0,0,0
LOC254028,0,0,0,0,0
RNASE12,0,0,0,0,0
OR6S1,0,0,0,0,0
ANG,1,0,7,2,5
RNASE4,0,0,20,0,3
EDDM3A,0,0,0,0,0
EDDM3B,0,0,0,0,0
RNASE6,0,0,0,0,0
RNASE1,0,0,4,1,21
RNASE3,0,0,0,0,0
ECRP,0,0,0,0,0
RNASE2,0,0,0,0,0
METTL17,5,3,76,9,29
LOC101929718,0,0,0,0,0
SLC39A2,0,0,0,0,1
NDRG2,0,0,20,1,12
MIR6717,0,0,0,0,0
TPPP2,0,0,0,0,0
RNASE13,0,0,0,0,0
RNASE7,0,0,0,0,0
RNASE8,0,0,0,0,0
ARHGEF40,7,2,141,16,15
ZNF219,29,8,360,41,23
TMEM253,0,0,19,1,4
OR5AU1,0,0,0,0,0
LINC00641,2,0,26,3,11
HNRNPC,172,46,2477,341,888
RPGRIP1,0,0,0,0,0
SUPT16H,92,23,1141,142,286
CHD8,22,3,182,36,52
SNORD9,0,0,0,0,0
SNORD8,0,0,0,0,0
RAB2B,0,0,40,8,13
TOX4,10,1,248,51,53
METTL3,11,1,209,11,38
SALL2,16,9,235,16,40
OR10G3,0,0,0,0,0
OR10G2,0,0,0,0,0
OR4E2,0,0,0,0,0
OR4E1,0,0,0,0,0
LOC105370401,0,0,0,0,1
LINC02332,0,0,0,0,0
DAD1,125,29,2420,314,1216
ABHD4,2,0,40,5,56
OR6J1,0,0,0,0,0
OXA1L,17,7,211,30,112
SLC7A7,1,0,4,1,26
MRPL52,62,16,716,163,450
MMP14,0,0,11,3,76
LRP10,4,0,61,18,116
REM2,0,0,1,1,2
RBM23,7,2,141,9,44
PRMT5-AS1,0,0,1,0,0
PRMT5,21,3,238,40,106
LOC101926933,0,0,0,0,0
HAUS4,4,2,312,27,52
MIR4707,0,0,0,0,0
AJUBA,10,1,239,43,18
C14orf93,1,0,24,1,2
PSMB5,266,56,3633,482,1472
PSMB11,0,0,0,0,0
CDH24,5,0,68,8,15
ACIN1,29,7,444,66,147
C14orf119,33,8,602,76,355
LMLN2,0,0,0,0,3
CEBPE,0,0,0,0,0
SLC7A8,11,4,206,11,60
RNF212B,1,0,2,0,0
HOMEZ,2,2,66,8,18
PPP1R3E,0,0,11,1,6
BCL2L2,1,0,34,4,8
BCL2L2-PABPN1,0,0,0,0,0
PABPN1,10,2,205,35,32
SLC22A17,6,1,103,14,13
EFS,8,2,165,10,22
IL25,0,0,0,0,0
CMTM5,1,0,2,0,0
MYH6,0,0,1,0,0
MIR208A,0,0,0,0,0
MYH7,0,0,0,0,0
MHRT,0,0,0,0,0
MIR208B,0,0,0,0,0
NGDN,13,1,246,42,91
THTPA,11,2,140,13,12
ZFHX2,8,2,61,12,4
AP1G2,2,0,32,3,28
LOC102724814,0,0,1,0,1
JPH4,11,2,58,6,0
DHRS2,0,0,3,14,0
DHRS4-AS1,3,0,126,10,18
DHRS4,1,1,28,6,4
DHRS4L2,0,0,0,0,0
DHRS4L1,0,0,0,0,0
CARMIL3,0,0,1,0,0
CPNE6,0,0,0,0,0
NRL,0,0,10,1,4
PCK2,10,0,171,39,57
DCAF11,7,2,151,11,59
FITM1,0,0,0,0,0
PSME1,10,5,168,12,74
EMC9,13,4,213,22,85
PSME2,36,11,683,67,229
MIR7703,0,0,0,0,0
RNF31,5,2,37,7,16
IRF9,1,0,13,2,16
REC8,13,3,48,11,60
IPO4,9,2,141,20,51
TM9SF1,11,2,220,33,91
TSSK4,0,0,0,0,1
CHMP4A,32,2,458,55,123
MDP1,1,0,37,6,11
NEDD8-MDP1,0,1,6,3,0
NEDD8,185,38,2162,388,935
GMPR2,23,9,400,46,64
TINF2,13,4,255,21,33
TGM1,0,0,1,0,1
RABGGTA,5,2,61,6,26
DHRS1,5,1,25,3,18
NOP9,0,0,16,5,8
CIDEB,0,0,0,2,2
LTB4R2,0,0,1,0,0
LTB4R,1,0,9,1,9
ADCY4,0,0,0,0,0
RIPK3,0,0,0,0,1
NFATC4,3,3,26,4,2
NYNRIN,0,0,13,4,5
CBLN3,0,0,0,1,0
KHNYN,1,2,49,0,16
SDR39U1,12,6,292,29,39
LOC101927045,1,0,2,1,0
CMA1,0,0,0,0,0
CTSG,0,0,0,0,0
GZMH,0,0,0,0,5
GZMB,0,0,0,0,0
STXBP6,7,2,149,12,19
NOVA1,26,10,407,73,31
LINC02588,0,0,0,0,0
LINC02294,0,0,0,0,0
LINC02293,0,0,0,0,0
MIR4307HG,0,0,0,0,0
MIR4307,0,0,0,0,0
LOC728755,0,0,2,0,1
LINC00645,0,0,0,0,0
MIR3171,0,0,0,0,0
FOXG1-AS1,0,0,0,0,0
FOXG1,0,0,0,0,0
LINC01551,0,0,3,1,0
LINC02282,0,0,1,0,0
PRKD1,2,0,13,4,1
G2E3-AS1,0,0,0,0,0
G2E3,17,8,228,26,53
SCFD1,15,6,270,49,100
COCH,3,0,14,4,32
LOC100506071,0,0,0,0,0
STRN3,21,0,198,30,102
MIR624,0,0,0,0,0
AP4S1,2,2,52,14,12
HECTD1,28,4,432,41,123
HEATR5A,5,0,77,11,30
LOC101927124,0,0,0,0,0
DTD2,1,0,39,5,8
GPR33,0,0,0,0,0
NUBPL,1,2,64,16,20
LINC02313,0,0,0,0,0
ARHGAP5-AS1,1,0,38,9,13
ARHGAP5,6,4,172,50,60
AKAP6,0,0,5,0,0
NPAS3,1,1,80,7,5
SNORA89,0,0,0,0,0
EGLN3,8,2,54,6,146
SPTSSA,24,3,351,69,331
EAPP,15,6,258,43,114
SNX6,47,13,683,113,195
CFL2,6,1,384,56,60
