H1.1,H6.1
ADAMTS7,0,3
MORF4L1,4,121
CTSH,0,1
RASGRF1,0,0
LOC100129540,0,0
ANKRD34C-AS1,0,0
MIR184,0,0
ANKRD34C,0,0
TMED3,1,33
MINAR1,0,0
MTHFS,0,0
ST20-MTHFS,0,0
ST20,1,4
ST20-AS1,0,1
BCL2A1,0,0
ZFAND6,0,16
FAH,0,4
CTXND1,0,0
LINC00927,0,0
ARNT2,0,3
LOC101929586,0,0
MIR5572,0,0
ABHD17C,0,1
CEMIP,0,1
MIR549A,0,0
MESD,3,12
MIR4514,0,0
TLNRD1,0,4
CFAP161,0,0
IL16,0,0
STARD5,0,5
TMC3-AS1,0,0
TMC3,0,0
MEX3B,0,4
LINC01583,0,1
EFL1,0,2
SAXO2,0,0
ADAMTS7P1,0,0
GOLGA6L10,0,0
UBE2Q2P2,0,0
GOLGA6L9,0,0
LOC102724034,0,0
GOLGA2P10,0,0
LOC727751,0,0
GOLGA6L17P,0,0
RPS17,6,87
CPEB1,0,0
CPEB1-AS1,0,0
AP3B2,0,1
LOC338963,0,0
ACTG1P17,0,0
SNHG21,0,1
FSD2,0,0
SCARNA15,0,0
WHAMM,0,5
HOMER2,0,0
RAMAC,5,8
C15orf40,2,12
BTBD1,1,4
MIR4515,0,0
TM6SF1,1,1
HDGFL3,0,11
BNC1,0,2
SH3GL3,0,0
ADAMTSL3,0,0
EFL1P1,0,0
DNM1P41,0,0
UBE2Q2L,0,1
LOC440300,0,1
GOLGA2P7,0,0
LOC102724135,0,0
GOLGA6L4,0,0
LOC103171574,0,0
GOLGA6L5P,0,0
UBE2Q2P1,0,2
LINC00933,0,0
ZSCAN2,0,2
SCAND2P,0,0
WDR73,0,4
NMB,0,2
SEC11A,5,76
ZNF592,0,1
ALPK3,0,0
SLC28A1,0,0
PDE8A,0,1
LOC101929479,0,0
GOLGA6L3,0,0
MIR7706,0,0
AKAP13,0,7
LOC101929679,0,0
KLHL25,0,0
MIR1276,0,0
MIR548AP,0,0
AGBL1,0,0
LINC01584,0,0
AGBL1-AS1,0,0
LOC105370954,0,0
LOC102724452,0,0
LINC00052,0,0
NTRK3,0,0
MIR11181,0,0
NTRK3-AS1,0,0
MRPL46,0,3
MRPS11,0,12
DET1,0,1
LINC01586,0,0
MIR1179,0,0
MIR7-2,0,0
MIR3529,0,0
AEN,0,4
ISG20,0,0
ACAN,0,0
HAPLN3,1,0
MFGE8,2,138
ABHD2,0,1
RLBP1,0,0
FANCI,0,0
POLG,0,0
MIR6766,0,0
MIR9-3HG,0,0
MIR9-3,0,0
LOC105371031,0,0
RHCG,0,0
LINC00928,0,0
TICRR,0,0
KIF7,0,0
PLIN1,0,0
PEX11A,0,2
WDR93,0,0
MESP1,0,0
MESP2,0,1
ANPEP,0,0
AP3S2,0,0
ARPIN-AP3S2,0,0
MIR5094,0,0
MIR5009,0,0
ARPIN,0,0
ZNF710,0,0
MIR3174,0,0
ZNF710-AS1,0,2
IDH2,2,9
IDH2-DT,0,0
SEMA4B,0,1
CIB1,1,29
GDPGP1,1,2
TTLL13P,0,0
NGRN,5,23
GABARAPL3,0,0
ZNF774,0,0
IQGAP1,0,12
CRTC3,0,1
CRTC3-AS1,0,0
LINC01585,0,0
BLM,0,0
FURIN,0,5
FES,0,0
MAN2A2,0,0
HDDC3,0,3
UNC45A,0,5
RCCD1,0,0
PRC1,0,0
PRC1-AS1,0,0
VPS33B,0,0
VPS33B-DT,0,0
SV2B,0,0
CRAT37,0,0
SLCO3A1,0,0
ST8SIA2,0,0
LOC104613533,0,0
C15orf32,0,0
LINC00930,0,0
FAM174B,0,0
ASB9P1,0,0
LINC01578,2,20
CHD2,0,3
MIR3175,0,0
RGMA,0,1
LOC105370980,0,0
LINC02207,0,0
LINC01579,0,0
LINC01580,0,0
LINC01581,0,0
MCTP2,0,1
LOC440311,1,0
LINC01197,0,0
LINC00924,0,0
LOC105369212,0,0
NR2F2-AS1,0,0
NR2F2,0,29
MIR1469,0,0
SPATA8-AS1,0,0
SPATA8,0,0
LINC02254,0,0
LOC101927310,0,0
LINC00923,0,0
ARRDC4,0,4
LINC02251,0,0
LINC01582,0,0
LINC02351,0,0
FAM169B,0,0
IRAIN,0,0
IGF1R,0,3
MIR4714,0,0
PGPEP1L,0,0
LUNAR1,0,0
SYNM,0,2
TTC23,0,2
LRRC28,0,2
HSP90B2P,0,0
MEF2A,0,4
LYSMD4,0,2
DNM1P46,0,0
LOC400464,0,0
ADAMTS17,0,0
SPATA41,0,0
CERS3-AS1,0,0
CERS3,0,0
PRKXP1,0,0
LOC102723335,0,0
LINS1,0,1
ASB7,0,1
LOC105369201,0,0
ALDH1A3,0,0
LOC101927751,0,0
LRRK1,0,0
CHSY1,0,2
SELENOS,1,26
SNRPA1,1,6
PCSK6,0,0
LOC100507472,0,0
PCSK6-AS1,0,0
LINC02348,0,0
TM2D3,1,18
TARS3,0,4
LOC100128108,0,1
OR4F6,0,0
OR4F15,0,0
OR4F13P,0,0
OR4F4,0,0
FAM138E,0,0
WASH3P,0,0
DDX11L9,0,0
DDX11L10,0,0
WASIR2,0,0
POLR3K,0,3
SNRNP25,2,10
RHBDF1,0,5
MPG,4,33
NPRL3,0,3
HBZ,0,0
HBM,0,0
HBA2,0,0
HBA1,0,0
HBQ1,0,0
LUC7L,1,5
FAM234A,0,11
RGS11,0,0
ARHGDIG,0,1
PDIA2,0,0
AXIN1,0,1
MRPL28,0,17
PGAP6,0,10
LOC100134368,0,0
NME4,11,82
DECR2,0,2
RAB11FIP3,0,2
LINC00235,0,0
CAPN15,0,2
MIR5587,0,0
MIR3176,0,0
PRR35,0,0
NHLRC4,0,0
PIGQ,0,2
RAB40C,0,1
WFIKKN1,0,0
METTL26,1,33
LOC100287175,0,0
MCRIP2,1,7
LOC105371038,0,0
WDR90,0,0
RHOT2,0,5
RHBDL1,0,2
LINC02867,0,0
STUB1,4,48
JMJD8,0,13
WDR24,0,0
FBXL16,0,1
METRN,0,34
ANTKMT,1,16
CCDC78,0,1
HAGHL,0,7
CIAO3,0,1
MSLN,0,0
MIR662,0,0
RPUSD1,1,3
CHTF18,0,0
GNG13,0,0
PRR25,0,0
LMF1,0,3
LMF1-AS1,0,0
CEROX1,0,0
SOX8,0,0
SSTR5-AS1,0,0
SSTR5,0,0
C1QTNF8,0,0
CACNA1H,0,0
TPSG1,0,0
TPSB2,0,0
TPSAB1,0,0
TPSD1,0,0
UBE2I,6,34
BAIAP3,0,0
TSR3,3,16
GNPTG,0,14
UNKL,0,1
C16orf91,0,8
PERCC1,0,0
CCDC154,0,0
CLCN7,0,5
PTX4,0,0
TELO2,1,1
IFT140,0,0
TMEM204,1,0
LOC105371046,0,0
CRAMP1,0,1
JPT2,0,2
MAPK8IP3,0,5
MIR3177,0,0
NME3,5,47
MRPS34,6,43
EME2,0,0
SPSB3,1,12
NUBP2,0,6
IGFALS,0,0
HAGH,1,15
FAHD1,1,6
MEIOB,0,0
LINC00254,0,0
LINC02124,0,0
HS3ST6,0,0
MSRB1,0,2
RPL3L,0,0
NDUFB10,7,43
RPS2,40,342
SNORA10,0,0
SNORA64,0,0
SNHG9,0,8
SNORA78,0,0
RNF151,0,0
TBL3,0,4
NOXO1,0,0
GFER,1,3
SYNGR3,0,0
ZNF598,0,4
NPW,0,3
SLC9A3R2,1,11
NTHL1,0,5
TSC2,1,1
PKD1,0,2
MIR1225,0,0
LOC105371049,0,0
MIR6511B1,0,0
MIR6511B2,0,0
MIR4516,0,0
MIR3180-5,0,0
RAB26,0,1
SNHG19,0,0
SNORD60,0,0
TRAF7,0,7
CASKIN1,0,0
MLST8,0,7
BRICD5,0,0
PGP,3,11
E4F1,0,3
DNASE1L2,0,1
ECI1,0,12
RNPS1,1,11
LOC106660606,0,0
MIR3677,0,0
MIR940,0,0
MIR4717,0,0
ABCA3,0,0
ABCA17P,0,0
CCNF,0,0
MIR6767,0,0
TEDC2,0,0
MIR6768,0,0
LOC729652,0,0
NTN3,0,0
TBC1D24,0,2
ATP6V0C,4,68
AMDHD2,0,2
CEMP1,0,0
MIR3178,0,0
PDPK1,0,6
LOC652276,0,4
FLJ42627,0,3
ERVK13-1,0,0
KCTD5,1,2
PRSS27,0,0
SRRM2-AS1,0,0
SRRM2,1,23
ELOB,7,121
PRSS33,0,0
SNORA3C,0,0
PRSS41,0,0
PRSS21,0,0
ZG16B,0,0
PRSS30P,0,0
PRSS22,0,0
FLYWCH2,0,17
FLYWCH1,1,3
KREMEN2,0,0
PAQR4,0,0
PKMYT1,0,0
LINC00514,0,0
LOC101929613,0,0
CLDN9,0,0
CLDN6,0,0
TNFRSF12A,6,203
HCFC1R1,1,14
THOC6,0,3
BICDL2,0,0
LOC100128770,0,0
MMP25,0,0
MMP25-AS1,0,0
IL32,0,1
ZSCAN10,0,0
ZNF205-AS1,0,0
ZNF205,0,5
ZNF213-AS1,0,0
ZNF213,0,3
CASP16P,0,0
OR1F1,0,0
OR1F2P,0,0
ZNF200,0,0
MEFV,0,0
LINC00921,0,0
ZNF263,0,2
TIGD7,0,0
ZNF75A,0,1
OR2C1,0,0
MTRNR2L4,0,0
ZSCAN32,0,1
ZNF174,0,2
ZNF597,0,0
NAA60,1,3
MIR6126,0,0
C16orf90,0,0
CLUAP1,0,0
NLRC3,0,0
SLX4,0,0
DNASE1,0,0
TRAP1,0,9
CREBBP,1,1
LINC02861,0,0
ADCY9,0,0
SRL,0,0
LINC01569,0,0
TFAP4,0,0
GLIS2,0,1
GLIS2-AS1,0,0
CORO7-PAM16,0,0
PAM16,0,0
CORO7,0,0
VASN,0,10
DNAJA3,0,4
NMRAL1,0,1
HMOX2,1,8
CDIP1,0,3
C16orf96,0,0
UBALD1,0,5
MGRN1,0,0
MIR6769A,0,0
NUDT16L1,4,3
ANKS3,0,3
C16orf71,0,0
ZNF500,0,0
SEPTIN12,0,0
SMIM22,0,0
ROGDI,0,1
GLYR1,0,1
UBN1,0,4
PPL,0,0
SEC14L5,0,0
NAGPA,0,1
NAGPA-AS1,0,0
C16orf89,0,0
ALG1,0,5
EEF2KMT,0,1
LINC01570,0,0
MIR8065,0,0
RBFOX1,0,0
TMEM114,0,0
METTL22,1,4
ABAT,0,0
TMEM186,0,1
PMM2,0,4
LOC100130283,0,0
CARHSP1,2,22
USP7,0,1
C16orf72,0,4
LINC02177,0,0
LINC01177,0,0
LINC01195,0,0
GRIN2A,0,0
ATF7IP2,0,0
LINC01290,0,0
EMP2,0,0
TEKT5,0,0
NUBP1,0,6
TVP23A,0,0
CIITA,0,0
DEXI,1,7
CLEC16A,0,1
SOCS1,0,12
TNP2,0,0
PRM3,0,0
PRM2,0,0
PRM1,0,0
MIR548H2,0,0
LOC105371083,0,0
RMI2,0,0
LOC400499,0,0
LOC101927131,0,0
LITAF,0,9
SNN,0,0
TXNDC11,0,2
ZC3H7A,0,1
BCAR4,0,0
RSL1D1,1,6
GSPT1,0,11
NPIPB2,0,1
TNFRSF17,0,0
SNX29,0,2
CPPED1,0,4
MIR4718,0,0
SHISA9,0,0
ERCC4,0,3
LINC02185,0,0
LINC02186,0,0
MRTFB,0,1
MIR193BHG,0,1
MIR193B,0,0
MIR365A,0,0
LINC02130,0,0
PARN,0,3
BFAR,0,4
PLA2G10,0,0
NPIPA2,0,0
NPIPA3,0,0
ABCC6P2,0,0
NOMO3,0,0
NOMO1,0,0
MIR3179-1,0,0
MIR3179-2,0,0
MIR3179-3,0,0
MIR3179-4,0,0
MIR3670-1,0,0
MIR3670-2,0,0
MIR3670-3,0,0
MIR3670-4,0,0
MIR3180-1,0,0
MIR3180-3,0,0
MIR3180-2,0,0
PKD1P3-NPIPA1,0,0
LOC100288162,0,0
MIR6511A1,0,0
MIR6511A2,0,0
MIR6511A3,0,0
MIR6511A4,0,0
MIR6770-1,0,0
MIR6770-2,0,0
MIR6770-3,0,0
NPIPA1,0,0
PDXDC1,1,7
MIR1972-1,0,0
MIR1972-2,0,0
NTAN1,3,21
RRN3,0,2
LOC100505915,0,0
PKD1P6-NPIPP1,0,3
MIR3180-4,0,0
NPIPA5,0,0
LOC100190986,0,2
MPV17L,0,0
BMERB1,0,1
MARF1,0,2
MIR6506,0,0
MIR484,0,0
NDE1,0,0
MYH11,0,0
FOPNL,1,3
ABCC1,0,2
ABCC6,0,0
NOMO2,0,0
PKD1P4-NPIPA8,0,0
PKD1P1,0,0
NPIPA8,0,0
NPIPA7,0,0
XYLT1,0,10
LOC102723692,0,0
PKD1P5-LOC105376752,0,0
ABCC6P1,0,0
RPS15A,23,326
ARL6IP1,0,11
SMG1,0,5
TMC7,0,0
LOC102723385,0,0
COQ7,0,1
ITPRIPL2,0,5
SYT17,0,0
CLEC19A,0,0
TMC5,0,0
GDE1,2,8
CCP110,0,1
VPS35L,0,3
KNOP1,0,2
IQCK,0,0
GPRC5B,0,2
GPR139,0,0
GP2,0,0
UMOD,0,0
PDILT,0,0
ACSM5,0,0
ACSM2A,0,0
ACSM2B,0,0
ACSM1,0,0
THUMPD1,0,3
ACSM3,0,0
ERI2,0,0
REXO5,0,0
DCUN1D3,0,4
LYRM1,0,4
DNAH3,0,0
TMEM159,0,2
ZP2,0,0
ANKS4B,0,0
CRYM,0,0
CRYM-AS1,0,0
SNX29P1,0,0
NPIPB3,0,0
SMG1P3,0,0
RRN3P3,0,0
MIR3680-1,0,0
MIR3680-2,0,0
SLC7A5P2,0,1
LOC101927814,0,0
METTL9,1,17
IGSF6,0,0
OTOA,0,0
OTOAP1,0,0
RRN3P1,0,0
NPIPB4,0,0
NPIPB5,0,0
UQCRC2,0,14
PDZD9,0,0
MOSMO,0,3
VWA3A,0,0
SDR42E2,0,0
EEF2K,0,2
POLR3E,1,0
CDR2,0,7
LOC440346,0,0
MFSD13B,0,0
SMG1P1,0,0
HS3ST2,0,0
USP31,0,1
SCNN1G,0,0
SCNN1B,0,0
COG7,0,1
GGA2,0,2
EARS2,0,0
UBFD1,0,16
NDUFAB1,5,71
PALB2,0,3
DCTN5,0,6
PLK1,0,0
ERN2,0,0
CHP2,0,0
PRKCB,0,0
MIR1273H,0,0
LINC2194,0,0
CACNG3,0,0
RBBP6,0,8
TNRC6A,0,3
LINC01567,0,0
SLC5A11,0,0
ARHGAP17,0,1
LOC554206,0,1
LINC02175,0,0
LCMT1-AS1,0,0
LCMT1,0,7
LCMT1-AS2,0,0
AQP8,0,0
ZKSCAN2,0,0
HS3ST4,0,0
MIR548W,0,0
C16orf82,0,0
KDM8,0,0
NSMCE1,0,3
NSMCE1-DT,0,0
IL4R,0,1
IL21R,0,0
IL21R-AS1,0,0
GTF3C1,0,1
KIAA0556,0,0
LOC100128079,0,0
GSG1L,0,0
XPO6,1,5
SBK1,0,0
NPIPB6,0,0
EIF3C,0,0
EIF3CL,0,0
MIR6862-1,0,0
MIR6862-2,0,0
CLN3,0,5
APOBR,0,0
IL27,0,0
NUPR1,4,131
SGF29,0,1
SULT1A2,0,0
SULT1A1,0,0
NPIPB8,0,0
NPIPB9,0,0
ATXN2L,0,3
TUFM,0,24
MIR4721,0,0
SH2B1,0,1
ATP2A1,0,0
ATP2A1-AS1,1,1
RABEP2,0,4
CD19,0,0
NFATC2IP,0,2
MIR4517,0,0
SPNS1,1,9
LAT,0,1
RRN3P2,0,0
SNX29P2,0,0
NPIPB11,0,0
SMG1P6,0,0
BOLA2-SMG1P6,0,0
LOC606724,0,0
BOLA2,0,0
BOLA2B,0,0
SLX1A,0,0
SLX1B,0,0
SLX1A-SULT1A3,0,0
SLX1B-SULT1A4,0,0
SULT1A3,0,0
SULT1A4,0,0
LOC388242,0,0
LOC613038,0,0
NPIPB12,0,0
SMG1P2,0,0
SPN,0,0
QPRT,0,27
C16orf54,0,0
ZG16,0,0
KIF22,0,0
MAZ,3,24
PRRT2,0,0
PAGR1,0,5
MVP,0,8
CDIPT,1,22
CDIPTOSP,0,0
SEZ6L2,0,4
ASPHD1,0,3
KCTD13,1,2
TMEM219,5,41
TAOK2,0,1
HIRIP3,0,1
INO80E,1,3
DOC2A,0,0
C16orf92,0,0
TLCD3B,0,0
LOC112694756,0,0
ALDOA,0,0
PPP4C,4,27
TBX6,0,0
YPEL3,1,21
LOC101928595,0,1
GDPD3,0,0
MAPK3,0,3
CORO1A,0,0
NPIPB13,0,0
SMG1P5,0,0
CD2BP2,2,13
TBC1D10B,0,3
MYLPF,0,0
SEPTIN1,0,1
ZNF48,0,1
ZNF771,1,7
SNORA80C,0,0
DCTPP1,0,5
SEPHS2,1,1
ITGAL,0,0
MIR4518,0,0
ZNF768,0,3
ZNF747,0,0
ZNF764,0,1
ZNF688,0,1
ZNF785,0,0
ZNF689,0,0
PRR14,1,3
FBRS,0,0
LOC730183,0,0
SRCAP,0,2
SNORA30,0,0
TMEM265,0,0
PHKG2,1,2
CCDC189,0,1
RNF40,0,4
ZNF629,0,0
BCL7C,3,22
MIR4519,0,0
MIR762HG,0,0
MIR762,0,0
CTF1,1,4
FBXL19-AS1,0,0
FBXL19,0,0
ORAI3,0,5
SETD1A,0,0
HSD3B7,0,1
STX1B,0,0
STX4,0,1
ZNF668,0,2
ZNF646,0,1
PRSS53,0,0
VKORC1,1,66
BCKDK,1,8
KAT8,0,4
PRSS8,0,0
PRSS36,0,0
FUS,0,9
PYCARD,1,12
PYCARD-AS1,0,0
TRIM72,0,0
PYDC1,0,0
ITGAM,0,0
ITGAX,0,0
ITGAD,0,0
COX6A2,0,0
ZNF843,0,0
ARMC5,0,0
TGFB1I1,2,29
SLC5A2,0,0
C16orf58,0,7
AHSP,0,0
LINC02190,0,0
FRG2KP,0,0
YBX3P1,0,1
CLUHP3,0,0
ZNF720,0,1
VN1R3,0,0
ZNF267,0,1
LOC102723753,0,0
HERC2P4,0,0
TP53TG3D,0,0
LOC390705,0,0
LOC105369266,0,0
TP53TG3,0,0
TP53TG3B,0,0
TP53TG3F,0,0
LOC102723655,0,0
TP53TG3C,0,0
TP53TG3E,0,0
SLC6A10P,0,0
ENPP7P13,0,0
MIR9901,0,0
CCNYL3,0,0
UBE2MP1,0,0
LOC112268173,0,0
LINC01566,0,0
FRG2DP,0,0
TP53TG3HP,0,0
LINC02167,0,0
ANKRD26P1,0,0
SHCBP1,0,0
VPS35,0,12
ORC6,0,2
MYLK3,0,0
C16orf87,0,9
GPT2,1,4
SNORD148,0,0
DNAJA2,0,10
NETO2,0,4
ITFG1-AS1,0,0
ITFG1,0,14
PHKB,0,1
LINC02192,0,0
LINC02133,0,0
LINC02134,0,0
ABCC12,0,0
ABCC11,0,0
LONP2,0,4
SIAH1,0,4
N4BP1,0,4
CBLN1,0,0
C16orf78,0,0
ZNF423,0,0
ADAM3B,0,0
CNEP1R1,0,0
HEATR3,0,0
TENT4B,0,3
ADCY7,0,2
MIR6771,0,0
BRD7,1,7
LINC02178,0,0
NKD1,0,0
SNX20,0,0
LOC101927272,0,0
NOD2,0,0
CYLD,0,6
MIR3181,0,0
LINC02168,0,0
MIR548AI,0,0
LINC02127,0,0
SALL1,0,0
LINC01571,0,0
C16orf97,0,0
LINC00919,0,0
LINC02180,0,0
CASC22,0,0
TOX3,0,0
CASC16,0,0
LOC105371267,0,1
CHD9,0,15
LOC643802,0,0
LOC102723373,0,0
RBL2,0,5
AKTIP,0,1
RPGRIP1L,0,2
FTO,0,3
FTO-IT1,0,0
LINC02169,0,0
IRX3,0,0
LINC02140,0,0
LOC101927480,0,0
CRNDE,0,10
IRX5,0,0
IRX6,0,0
MMP2-AS1,0,0
MMP2,0,56
LPCAT2,0,5
CAPNS2,0,0
SLC6A2,0,0
CES1P2,0,0
CES1P1,0,0
CES1,0,0
CES5A,0,0
LOC283856,0,0
GNAO1,0,0
DKFZP434H168,0,0
MIR3935,0,0
AMFR,0,6
NUDT21,1,7
OGFOD1,0,2
BBS2,0,2
MT4,0,0
MT3,0,0
MT2A,1,840
MT1L,0,9
MT1E,0,16
MT1M,0,0
MT1JP,0,0
MT1A,0,0
MT1DP,0,0
MT1B,0,0
MT1F,0,0
MT1G,0,0
MT1H,0,0
MT1IP,0,0
MT1X,0,11
NUP93,0,3
MIR138-2,0,0
SLC12A3,0,0
MIR6863,0,0
HERPUD1,4,64
CETP,0,0
NLRC5,0,0
CPNE2,0,2
PSME3IP1,0,6
RSPRY1,0,8
ARL2BP,1,5
PLLP,0,0
CCL22,0,0
CX3CL1,0,0
CCL17,0,0
CIAPIN1,0,5
COQ9,1,4
POLR2C,2,8
DOK4,0,0
CCDC102A,0,1
ADGRG5,0,0
ADGRG1,0,0
ADGRG3,0,0
DRC7,0,0
KATNB1,0,2
KIFC3,0,3
MIR6772,0,0
LOC388282,0,0
CNGB1,0,0
TEPP,0,0
ZNF319,0,0
USB1,0,4
MMP15,0,1
CFAP20,0,4
CSNK2A2,0,2
CCDC113,0,0
PRSS54,0,0
GINS3,0,1
NDRG4,0,0
SETD6,0,3
CNOT1,1,3
SNORA46,0,0
SNORA50A,0,0
SLC38A7,0,2
GOT2,0,6
APOOP5,0,0
LINC02141,0,0
NPAP1L,0,0
CDH8,0,0
CDH11,2,42
LINC02126,0,0
LINC00922,0,0
CDH5,0,0
LINC00920,0,0
BEAN1,0,0
BEAN1-AS1,0,0
TK2,0,9
CKLF,0,18
CKLF-CMTM1,0,0
CMTM1,0,0
CMTM2,0,0
CMTM3,1,20
CMTM4,0,0
DYNC1LI2,1,9
LOC106699570,0,0
TERB1,0,0
NAE1,0,10
CA7,0,0
PDP2,0,1
CDH16,0,0
RRAD,0,0
CIAO2B,5,56
CES2,0,1
CES3,0,0
CES4A,0,0
CBFB,0,5
C16orf70,0,0
B3GNT9,0,5
TRADD,1,11
FBXL8,0,2
HSF4,0,1
NOL3,1,4
KIAA0895L,0,1
EXOC3L1,0,0
E2F4,1,3
ELMO3,0,0
MIR328,0,0
LRRC29,0,1
TMEM208,4,31
FHOD1,0,0
SLC9A5,0,0
PLEKHG4,0,0
KCTD19,0,0
LRRC36,0,0
TPPP3,0,0
ZDHHC1,0,0
HSD11B2,0,0
ATP6V0D1,0,21
AGRP,0,0
LOC100505942,0,1
RIPOR1,0,5
LOC107984813,0,0
CTCF,0,6
CARMIL2,0,0
ACD,0,2
PARD6A,0,0
ENKD1,0,0
C16orf86,0,0
GFOD2,0,0
RANBP10,0,0
TSNAXIP1,0,0
CENPT,0,9
THAP11,0,4
NUTF2,1,29
EDC4,1,1
NRN1L,0,0
PSKH1,0,1
CTRL,0,0
PSMB10,3,13
LCAT,0,0
SLC12A4,1,7
DPEP3,0,0
DPEP2,0,0
DPEP2NB,0,0
DDX28,1,2
DUS2,0,1
NFATC3,0,2
ESRP2,0,0
MIR6773,0,0
PLA2G15,0,7
SLC7A6,0,2
SLC7A6OS,0,2
PRMT7,0,1
SMPD3,0,1
ZFP90,0,2
CDH3,0,0
CDH1,0,0
TANGO6,0,0
HAS3,0,0
DERPC,0,0
CHTF8,0,0
UTP4,0,2
SNTB2,0,6
VPS4A,0,4
PDF,0,1
COG8,0,0
NIP7,0,5
TMED6,0,0
TERF2,1,1
CYB5B,0,4
MIR1538,0,0
NFAT5,0,7
SNORD13H,0,0
NQO1,0,3
NOB1,1,3
WWP2,0,0
MIR140,0,0
CLEC18A,0,0
PDXDC2P-NPIPB14P,0,0
PDPR,0,3
LOC400541,0,0
CLEC18C,0,0
LOC105371328,0,0
SMG1P7,0,0
EXOSC6,0,6
AARS1,0,2
DDX19B,0,3
LOC100506083,0,0
DDX19A,0,3
ST3GAL2,0,0
FCSK,0,1
COG4,0,1
SF3B3,0,2
SNORD111B,0,0
SNORD111,0,0
IL34,0,0
MTSS2,0,0
VAC14,0,6
VAC14-AS1,0,0
HYDIN,0,0
CMTR2,0,2
CALB2,0,1
LINC02136,0,0
TLE7,0,0
ZNF23,0,1
ZNF19,0,0
LOC105371335,0,0
CHST4,0,0
TAT-AS1,0,0
TAT,0,0
MARVELD3,0,0
PHLPP2,0,0
SNORA70D,0,0
AP1G1,0,9
SNORD71,0,0
ATXN1L,0,1
ZNF821,0,1
IST1,0,3
PKD1L3,0,0
DHODH,0,0
HP,0,0
HPR,0,0
TXNL4B,0,3
DHX38,0,1
PMFBP1,0,0
LINC01572,0,0
ZFHX3,0,4
HCCAT5,0,0
LINC01568,0,0
LOC101928035,0,0
PSMD7,2,23
LOC283922,0,0
NPIPB15,0,0
LOC105376772,0,0
CLEC18B,0,0
GLG1,0,12
RFWD3,0,0
MLKL,0,0
FA2H,0,0
WDR59,0,2
ZNRF1,0,6
LDHD,0,0
ZFP1,0,0
CTRB2,0,0
CTRB1,0,0
LOC100506281,0,0
BCAR1,1,5
CFDP1,0,18
TMEM170A,0,1
CHST6,0,0
CHST5,0,0
TMEM231,0,0
GABARAPL2,5,59
ADAT1,0,3
KARS1,1,3
TERF2IP,3,21
DUXB,0,0
CPHXL,0,0
CNTNAP4,0,0
LINC02125,0,0
MIR4719,0,0
MON1B,0,1
SYCE1L,0,0
ADAMTS18,0,0
NUDT7,0,0
VAT1L,0,0
CLEC3A,0,4
WWOX,0,0
MAF,0,4
MAFTRR,0,0
LINC01229,0,0
LOC102724084,0,0
DYNLRB2,0,0
LINC01227,0,0
CDYL2,0,1
ARLNC1,0,0
CMC2,1,15
CENPN,0,0
ATMIN,0,5
C16orf46,0,0
GCSH,1,18
PKD1L2,0,0
BCO1,0,0
GAN,0,0
MIR4720,0,0
CMIP,0,1
MIR7854,0,0
MIR6504,0,0
LOC100129617,0,0
PLCG2,0,0
SDR42E1,0,0
HSD17B2,0,8
MPHOSPH6,1,12
CDH13,0,2
MIR8058,0,0
LOC101928446,0,0
LOC101928417,0,0
MIR3182,0,0
LOC102724163,0,0
HSBP1,2,85
MLYCD,0,2
OSGIN1,0,0
NECAB2,0,0
SLC38A8,0,0
MBTPS1,0,6
HSDL1,1,4
DNAAF1,0,0
TAF1C,0,6
ADAD2,0,0
LOC654780,0,0
KCNG4,0,0
WFDC1,0,0
ATP2C2,0,0
ATP2C2-AS1,0,0
MEAK7,0,1
COTL1,0,40
KLHL36,0,2
USP10,0,3
CRISPLD2,0,9
ZDHHC7,1,2
KIAA0513,0,0
FAM92B,0,0
LINC02139,0,0
MIR12128,0,0
LINC00311,0,1
MIR5093,0,0
GSE1,0,2
GINS2,0,0
C16orf74,0,3
MIR1910,0,0
EMC8,0,9
LOC101928557,0,0
COX4I1,8,102
IRF8,0,0
MIR6774,0,0
LINC01082,0,0
LINC01081,0,0
LINC02135,0,0
LINC00917,0,0
FENDRR,0,0
FOXF1,0,0
MTHFSD,0,0
FLJ30679,0,0
FOXC2-AS1,0,0
FOXC2,0,9
FOXL1,0,2
LINC02189,0,0
LINC02188,0,0
LINC02181,0,0
LOC101928708,0,0
LOC101928682,0,0
C16orf95,0,3
LOC101928659,0,0
FBXO31,0,0
MAP1LC3B,6,46
ZCCHC14,0,1
LOC101928737,0,0
JPH3,0,1
KLHDC4,0,0
LOC102724467,0,0
SLC7A5,2,26
MIR6775,0,0
MIR11401,0,0
CA5A,0,0
BANP,0,3
LOC400553,0,0
LINC02182,0,0
ZNF469,0,1
ZFPM1,0,19
MIR5189,0,0
LOC100128882,0,0
ZC3H18-AS1,0,0
ZC3H18,1,0
IL17C,0,0
CYBA,2,101
MVD,1,4
SNAI3-AS1,0,1
SNAI3,0,0
RNF166,0,1
CTU2,0,2
PIEZO1,0,15
MIR4722,0,0
LOC100289580,0,0
LOC339059,0,0
CDT1,0,0
APRT,2,48
GALNS,0,9
TRAPPC2L,2,37
PABPN1L,0,0
CBFA2T3,0,0
LOC101927793,0,0
LOC100129697,0,0
ACSF3,0,1
LINC00304,0,0
LINC02138,0,0
CDH15,0,0
SLC22A31,0,0
ZNF778,0,0
ANKRD11,2,9
LOC105371414,0,0
LOC100287036,0,0
LOC101927817,0,0
