H1.1,H2.1,H3.1,H4.1,H5.1,H6.1
LOC101927248,0,0,0,0,0,0
SOX21,0,0,0,0,0,0
SOX21-AS1,0,0,0,0,0,0
LOC112268114,0,0,0,0,0,0
LOC101927284,0,0,0,0,0,0
LINC00557,0,0,0,0,0,0
ABCC4,7,9,0,1,448,12
SNORD13G,0,0,0,0,0,0
CLDN10,0,0,0,0,0,0
CLDN10-AS1,0,0,0,0,0,0
DZIP1,80,58,12,6,227,75
DNAJC3-DT,6,2,2,2,6,7
DNAJC3,250,78,98,28,544,133
UGGT2,41,12,23,3,245,54
HS6ST3,0,0,0,0,0,0
MIR4501,0,0,0,0,0,0
LINC00359,0,0,0,0,0,0
OXGR1,0,0,0,0,0,0
LINC00456,0,0,0,0,0,0
MBNL2,93,48,25,10,788,131
RAP2A,23,36,8,1,142,60
IPO5,305,149,60,29,437,230
FARP1,501,76,67,11,683,155
RNF113B,0,0,0,0,0,0
MIR3170,0,0,0,0,0,0
STK24,153,65,41,17,307,122
STK24-AS1,0,0,0,0,1,0
SLC15A1,0,0,0,0,0,0
DOCK9,33,12,3,5,10,30
DOCK9-AS1,0,0,0,0,0,0
DOCK9-DT,2,0,1,0,2,4
UBAC2-AS1,2,3,0,0,9,9
UBAC2,249,79,78,15,409,200
GPR18,6,0,0,0,0,0
GPR183,5,0,0,0,0,0
FKSG29,0,0,0,0,0,0
MIR623,0,0,0,0,0,0
LINC01232,0,1,0,0,2,0
LINC00449,2,0,1,0,2,1
TM9SF2,261,85,56,29,766,376
LINC01039,0,0,0,0,0,0
CLYBL,2,2,0,0,8,5
MIR4306,0,0,0,0,0,0
CLYBL-AS2,0,0,0,0,0,0
CLYBL-AS1,0,1,0,0,0,0
LOC101927437,0,0,0,0,0,0
ZIC5,0,3,1,0,0,0
ZIC2,1,11,0,0,0,0
LINC00554,0,0,0,0,0,0
PCCA-DT,45,23,15,5,161,44
PCCA,15,11,10,2,36,18
PCCA-AS1,0,0,0,0,0,0
GGACT,26,15,7,2,51,16
TMTC4,7,6,9,1,47,9
NALCN-AS1,0,0,0,0,0,0
LINC00411,0,0,0,0,0,0
NALCN,47,16,1,11,196,82
ITGBL1,20,91,0,40,4,8
FGF14,0,0,0,0,1,3
MIR2681,0,0,0,0,0,0
MIR4705,0,0,0,0,0,0
FGF14-IT1,0,0,0,0,0,0
FGF14-AS1,0,0,0,0,0,0
FGF14-AS2,5,3,0,0,8,4
TPP2,55,40,29,1,128,64
METTL21C,0,0,0,0,0,0
CCDC168,0,0,1,0,0,1
TEX30,55,20,31,7,126,47
POGLUT2,56,21,9,6,109,36
BIVM,58,26,10,7,112,50
BIVM-ERCC5,1,0,0,0,0,0
ERCC5,9,0,2,1,11,2
METTL21EP,1,0,0,0,3,0
SLC10A2,0,0,0,0,0,0
LINC01309,0,0,0,0,0,0
DAOA-AS1,0,0,0,0,1,0
DAOA,0,0,0,0,0,0
LINC00343,0,0,0,0,0,0
LINC00460,10,4,2,0,4,7
EFNB2,165,35,19,7,213,76
ARGLU1,300,146,131,14,947,379
LINC00551,0,0,0,0,0,0
LINC00443,0,0,0,0,0,0
FAM155A,52,13,9,3,168,68
SNORD31B,0,0,0,0,0,0
MIR1267,0,0,0,0,0,0
FAM155A-IT1,10,9,2,0,50,13
LIG4,59,12,17,5,88,31
ABHD13,72,27,44,5,203,71
TNFSF13B,7,1,4,0,20,5
MYO16,0,0,0,0,0,0
MYO16-AS1,0,0,0,0,0,0
LINC00399,0,0,0,0,0,0
LINC00676,0,0,0,0,0,0
IRS2,208,93,38,20,482,289
LINC00396,0,0,0,0,0,0
LOC105370361,2,0,0,0,0,0
COL4A1,3933,320,568,303,10141,3084
COL4A2,1940,249,355,154,6517,2042
MIR8073,0,0,0,0,0,0
COL4A2-AS2,0,0,0,0,0,0
COL4A2-AS1,0,0,0,0,1,0
RAB20,5,0,3,2,32,13
NAXD,38,19,17,5,136,40
CARS2,203,89,67,24,530,131
ING1,38,15,29,6,121,38
LINC00567,0,0,0,0,0,0
LOC105370362,0,0,0,0,1,0
LINC00346,1,0,0,0,1,1
ANKRD10,84,44,45,12,247,94
LINC00431,0,0,0,0,0,0
LINC00368,0,0,0,0,0,0
ARHGEF7-AS2,0,0,0,0,0,0
ARHGEF7,76,26,19,5,134,54
ARHGEF7-AS1,0,0,0,0,0,0
LOC101060553,0,0,0,0,1,0
TEX29,1,8,1,0,7,9
LINC02337,0,0,0,0,0,0
LINC00354,0,0,0,0,0,0
SOX1-OT,0,0,0,0,0,0
SOX1,0,0,0,0,0,0
LOC100506016,0,0,0,0,0,0
LINC01070,0,0,0,0,0,0
LOC101928730,0,0,0,0,0,0
LINC01043,0,0,0,0,0,0
LINC01044,0,0,0,0,0,0
SPACA7,0,0,0,0,0,0
TUBGCP3,34,6,7,5,52,23
ATP11AUN,0,0,0,0,0,0
ATP11A,12,9,12,2,308,36
ATP11A-AS1,0,0,0,0,1,0
MCF2L-AS1,3,0,6,0,2,0
MCF2L,1,0,0,0,0,0
F7,0,0,0,0,0,0
F10,4,0,0,0,0,0
F10-AS1,0,0,0,0,0,0
PROZ,0,0,0,0,0,0
PCID2,180,87,82,20,320,90
CUL4A,106,59,41,11,312,124
MIR8075,0,0,0,0,0,0
LAMP1,920,352,336,106,2483,679
GRTP1,2,0,4,0,8,0
GRTP1-AS1,0,0,0,0,0,0
LOC101928841,12,2,0,3,3,2
ADPRHL1,5,3,1,0,4,2
DCUN1D2,15,5,6,0,42,12
TMCO3,281,122,81,42,391,234
TFDP1,94,60,17,11,215,82
ATP4B,0,0,0,0,0,0
GRK1,0,0,0,0,0,0
LINC00552,0,0,0,0,0,0
TMEM255B,7,28,9,3,35,54
GAS6-AS1,1,1,0,1,3,2
GAS6,1512,610,255,208,1514,1238
GAS6-DT,10,11,2,1,15,19
LINC00454,0,0,0,0,0,0
LINC00452,0,0,0,0,0,2
LINC00565,4,2,2,2,18,5
C13orf46,0,0,0,0,0,0
RASA3,54,23,18,8,97,37
CDC16,165,73,62,16,301,146
MIR548AR,0,0,0,0,0,0
MIR4502,0,0,0,0,0,0
UPF3A,378,140,159,27,638,239
CHAMP1,48,21,23,3,90,39
LINC01054,0,0,0,0,0,0
BAGE,0,0,0,0,0,0
BAGE5,0,0,0,0,0,0
BAGE3,0,0,0,0,0,0
OR11H12,0,0,0,0,0,0
LINC02297,0,0,0,0,0,0
POTEM,0,0,0,0,0,0
LOC100508046,0,0,0,0,0,0
DUXAP10,0,0,0,0,0,0
DUXAP9,0,0,0,0,0,0
BMS1P17,0,0,0,0,0,0
BMS1P18,0,0,0,0,0,0
BMS1P22,0,0,0,0,0,0
LNCRNA-ATB,0,0,0,0,0,1
LINC01297-DUXAP10-NBEAP6,0,0,1,0,0,0
LINC01297,0,0,0,0,0,0
POTEG,0,0,0,0,0,0
LOC101929572,0,0,0,0,0,0
POTEH-AS1,0,0,0,0,0,0
OR11H2,0,0,0,0,0,0
OR4Q3,0,0,0,0,0,0
OR4M1,0,0,0,0,0,0
OR4N2,0,0,0,0,0,0
OR4K3,0,0,0,0,0,0
OR4K2,0,0,0,0,0,0
OR4K5,0,0,0,0,0,0
OR4K1,0,0,0,0,0,0
OR4K15,0,0,0,0,0,0
OR4Q2,0,0,0,0,0,0
OR4K14,0,0,0,0,0,0
OR4K13,0,0,0,0,0,0
OR4L1,0,0,0,0,0,0
OR4K17,0,0,0,0,0,0
OR4N5,0,0,0,0,0,0
OR11G2,0,0,0,0,0,0
OR11H6,0,0,0,0,0,0
OR11H7,0,0,0,0,0,0
OR11H4,0,0,0,0,0,0
TTC5,53,28,22,11,130,59
CCNB1IP1,158,126,65,16,363,123
SNORA79B,0,0,0,0,0,0
SNORD126,0,0,0,0,0,0
RPPH1,1,1,0,1,3,1
PARP2,67,16,29,3,107,27
TEP1,8,9,0,0,21,9
KLHL33,0,0,0,0,0,0
OSGEP,67,27,43,8,155,86
APEX1,470,324,190,53,1191,475
PIP4P1,86,42,102,10,226,123
PNP,104,23,47,8,95,93
RNASE10,0,0,0,0,0,0
RNASE9,0,0,0,0,0,0
RNASE11,0,0,0,0,0,0
LOC254028,0,0,0,0,0,0
RNASE12,0,0,0,0,0,0
OR6S1,0,0,0,0,0,0
ANG,32,18,9,1,69,27
RNASE4,63,53,21,3,149,74
EDDM3A,0,0,0,0,0,0
EDDM3B,0,0,0,0,0,0
RNASE6,0,0,0,0,0,0
RNASE1,0,0,0,0,3,0
RNASE3,0,0,0,0,0,0
ECRP,0,0,0,0,0,0
RNASE2,0,0,0,0,0,0
METTL17,31,19,7,3,60,19
LOC101929718,0,0,0,0,0,0
SLC39A2,0,0,0,0,1,0
NDRG2,5,3,4,0,28,2
MIR6717,0,0,0,0,0,0
TPPP2,0,0,0,0,0,0
RNASE13,0,0,0,0,2,0
RNASE7,0,0,0,0,0,0
RNASE8,0,0,0,0,0,0
ARHGEF40,121,46,16,11,194,76
ZNF219,69,20,40,6,184,50
TMEM253,0,4,3,0,13,5
OR5AU1,0,0,0,0,0,0
LINC00641,12,12,7,2,45,11
HNRNPC,675,515,250,77,2067,708
RPGRIP1,0,0,0,0,0,0
SUPT16H,275,102,93,29,387,116
CHD8,167,62,40,10,205,62
SNORD9,0,0,0,0,0,0
SNORD8,0,0,0,0,0,0
RAB2B,47,20,14,5,115,52
TOX4,194,79,92,15,339,134
METTL3,62,19,14,2,125,48
SALL2,6,6,4,0,11,12
OR10G3,0,0,0,0,0,0
OR10G2,0,0,0,0,0,0
OR4E2,0,0,0,0,0,0
OR4E1,0,0,0,0,0,0
LOC105370401,1,0,0,0,0,0
LINC02332,1,0,0,0,0,1
DAD1,1580,863,702,212,5161,2280
ABHD4,71,32,17,12,102,48
OR6J1,0,0,0,0,0,0
OXA1L,100,131,37,13,337,144
SLC7A7,10,10,6,0,32,22
MRPL52,714,313,198,57,1246,588
MMP14,359,335,30,22,319,887
LRP10,635,337,136,63,1229,613
REM2,0,0,0,0,0,2
RBM23,80,31,28,8,133,71
PRMT5-AS1,0,0,0,0,0,0
PRMT5,62,43,24,12,182,57
LOC101926933,0,0,0,0,0,1
HAUS4,58,46,17,7,124,27
MIR4707,0,0,0,0,0,0
AJUBA,215,47,43,18,159,55
C14orf93,14,16,2,0,15,6
PSMB5,1862,796,735,186,4415,1484
PSMB11,0,0,0,0,0,0
CDH24,17,2,1,1,24,9
ACIN1,201,76,55,10,382,133
C14orf119,425,189,210,60,1185,401
LMLN2,0,0,0,0,0,0
CEBPE,0,0,0,0,0,0
SLC7A8,1,0,0,2,104,41
RNF212B,0,0,0,0,0,0
HOMEZ,24,7,11,6,34,13
PPP1R3E,12,3,3,3,22,12
BCL2L2,41,16,17,4,129,33
BCL2L2-PABPN1,0,0,0,0,0,0
PABPN1,97,54,21,6,245,73
SLC22A17,77,16,4,5,256,103
EFS,35,29,0,2,54,15
IL25,0,0,0,0,0,0
CMTM5,0,0,0,0,0,0
MYH6,0,0,0,0,0,0
MIR208A,0,0,0,0,0,0
MYH7,0,0,0,0,0,0
MHRT,0,0,0,0,0,0
MIR208B,0,0,0,0,0,0
NGDN,52,31,40,7,179,72
THTPA,40,21,9,1,71,24
ZFHX2,46,3,13,4,83,6
AP1G2,18,7,9,0,66,52
LOC102724814,20,7,6,5,71,23
JPH4,0,2,0,0,0,0
DHRS2,1,3,1,0,18,61
DHRS4-AS1,66,29,14,5,68,43
DHRS4,22,12,1,0,19,13
DHRS4L2,0,0,0,0,0,0
DHRS4L1,1,0,1,0,0,0
CARMIL3,0,0,0,0,0,1
CPNE6,0,0,0,0,0,0
NRL,5,3,5,0,8,2
PCK2,243,67,41,14,148,121
DCAF11,80,27,20,8,131,60
FITM1,0,0,0,0,0,0
PSME1,128,156,61,6,291,197
EMC9,73,66,65,6,166,121
PSME2,259,234,115,40,708,374
MIR7703,0,0,0,0,0,0
RNF31,26,20,8,1,67,37
IRF9,81,50,55,16,194,50
REC8,2,1,2,0,11,7
IPO4,20,24,8,3,102,31
TM9SF1,233,74,62,32,602,263
TSSK4,0,0,0,0,0,0
CHMP4A,229,129,72,25,517,189
MDP1,32,11,6,3,56,21
NEDD8-MDP1,3,1,0,1,3,2
NEDD8,1329,803,532,185,3751,1831
GMPR2,203,88,51,8,249,134
TINF2,152,58,45,11,276,67
TGM1,9,2,0,1,3,1
RABGGTA,69,27,20,8,171,50
DHRS1,56,30,23,4,112,79
NOP9,16,7,7,1,49,16
CIDEB,0,0,0,0,0,0
LTB4R2,1,0,0,1,1,0
LTB4R,14,11,3,4,91,23
ADCY4,2,1,3,0,0,0
RIPK3,2,0,0,0,1,0
NFATC4,30,27,3,6,134,41
NYNRIN,23,16,2,0,20,24
CBLN3,2,2,1,0,20,3
KHNYN,56,30,18,11,93,49
SDR39U1,123,45,41,11,370,113
LOC101927045,3,0,1,0,4,3
CMA1,0,0,0,0,0,0
CTSG,0,0,0,0,0,0
GZMH,0,0,0,0,0,0
GZMB,0,0,0,0,0,0
STXBP6,27,0,12,6,382,2
NOVA1,37,8,30,4,47,25
LINC02588,0,0,0,0,0,0
LINC02294,0,0,0,0,0,0
LINC02293,0,0,0,0,0,0
MIR4307HG,0,0,0,0,0,0
MIR4307,0,0,0,0,0,0
LOC728755,0,0,0,0,0,1
LINC00645,0,0,0,0,0,0
MIR3171,0,0,0,0,0,0
FOXG1-AS1,0,0,0,0,0,0
FOXG1,0,0,0,0,0,0
LINC01551,0,0,0,0,0,0
LINC02282,0,0,0,0,0,0
PRKD1,5,7,1,2,128,20
G2E3-AS1,0,0,0,0,0,0
G2E3,44,17,17,1,80,35
SCFD1,295,105,80,38,563,173
COCH,2,3,4,0,0,1
LOC100506071,1,0,0,0,1,0
STRN3,172,60,50,9,345,183
MIR624,0,0,0,0,0,0
AP4S1,17,10,3,5,56,23
HECTD1,333,104,97,37,488,175
HEATR5A,111,28,28,5,230,101
LOC101927124,0,2,0,0,0,0
DTD2,51,12,9,4,100,44
GPR33,0,0,0,0,0,0
NUBPL,18,17,2,0,68,19
LINC02313,0,0,0,0,1,1
ARHGAP5-AS1,9,5,4,2,70,20
ARHGAP5,228,109,72,23,788,298
AKAP6,1,1,0,0,2,7
NPAS3,4,2,3,1,3,5
SNORA89,0,0,0,0,0,0
EGLN3,0,0,5,0,147,6
SPTSSA,159,110,86,33,320,148
EAPP,315,121,137,29,417,231
SNX6,668,327,282,60,1131,430
CFL2,359,210,154,30,836,244
BAZ1A,115,68,90,17,195,50
LOC112268124,6,6,7,2,10,3
SRP54-AS1,7,3,4,1,12,4
IGBP1P1,0,0,0,0,0,0
SRP54,191,100,91,14,463,192
FAM177A1,516,110,158,36,1066,380
LOC101927178,1,1,1,0,7,6
PPP2R3C,191,86,73,8,323,117
PRORP,66,35,23,6,155,48
PSMA6,591,319,284,78,1983,558
NFKBIA,175,97,94,19,742,127
INSM2,0,0,0,0,0,0
RALGAPA1,44,21,16,5,77,24
SNORA101B,0,0,0,0,0,0
BRMS1L,50,22,13,7,59,23
LINC00609,0,0,0,0,0,0
PTCSC3,0,0,0,0,0,0
MBIP,72,43,24,5,149,70
SFTA3,0,0,0,0,0,0
NKX2-1,0,0,0,0,0,0
NKX2-1-AS1,0,0,0,0,0,0
NKX2-8,0,0,0,0,0,0
PAX9,0,0,1,1,8,3
SLC25A21,4,0,1,0,6,3
MIR4503,0,0,0,0,0,0
SLC25A21-AS1,12,9,4,2,16,2
MIPOL1,25,6,5,3,36,14
FOXA1,0,0,0,0,1,0
TTC6,0,0,0,0,0,1
LINC00517,0,0,0,0,0,0
SSTR1,1,0,0,0,48,14
CLEC14A,0,0,0,0,0,4
LINC00639,0,0,0,0,0,0
LOC105370457,0,0,0,0,0,0
SEC23A,260,132,53,22,695,338
SEC23A-AS1,0,0,0,0,0,0
GEMIN2,61,26,9,1,188,72
TRAPPC6B,87,32,27,10,175,72
PNN,361,202,163,26,706,250
MIA2,114,33,53,9,225,87
LOC100288846,2,1,2,0,9,1
FBXO33,35,25,24,8,114,49
LINC02315,0,0,0,3,2,19
LRFN5,2,1,0,0,2,5
FSCB,0,0,0,0,2,0
LOC105370473,0,0,0,0,0,0
LINC02302,0,0,0,0,0,0
C14orf28,26,11,5,2,43,23
LOC101927418,0,0,0,0,0,0
KLHL28,54,22,31,4,96,43
TOGARAM1,42,16,24,0,79,35
PRPF39,41,16,21,2,64,27
SNORD127,0,0,0,0,0,0
FKBP3,409,228,136,30,784,380
FANCM,10,4,1,1,22,10
MIS18BP1,31,27,17,1,40,39
LINC02303,0,0,0,0,0,0
LINC00871,0,0,0,0,0,0
RPL10L,0,0,0,0,0,0
MDGA2,0,0,1,0,2,0
MIR548Y,0,0,0,0,0,0
LINC00648,0,0,1,0,0,1
RPS29,4367,1682,697,203,4805,2601
RN7SL1,68,14,5,6,69,17
LRR1,44,29,24,12,98,39
RPL36AL,2151,1053,821,218,5576,2270
MGAT2,108,55,51,14,349,149
DNAAF2,63,26,45,2,168,74
POLE2,2,0,0,1,3,2
KLHDC1,11,0,6,0,10,11
KLHDC2,267,115,118,23,479,216
NEMF,236,91,73,23,498,109
RN7SL3,0,0,0,0,0,0
RN7SL2,21,6,3,0,7,3
ARF6,198,117,74,27,586,332
MIR6076,0,0,0,0,0,0
LINC01588,6,1,2,0,6,4
LINC01599,0,0,0,0,1,0
VCPKMT,69,21,41,8,181,74
SOS2,39,15,23,5,130,35
L2HGDH,7,0,0,1,14,6
MIR4504,0,0,0,0,0,0
DMAC2L,52,33,23,3,111,47
CDKL1,7,3,2,2,24,6
MAP4K5,181,60,77,20,430,174
ATL1,72,3,17,4,51,25
SAV1,119,47,50,10,103,63
NIN,55,31,25,5,81,46
LOC105370489,0,0,0,0,0,0
ABHD12B,0,0,0,0,0,0
PYGL,101,23,10,16,439,106
TRIM9,8,0,0,0,1,1
TMX1,86,67,20,21,405,222
LINC00519,0,2,0,8,1,3
LINC00640,0,1,0,2,2,0
LINC02310,0,0,0,0,0,0
FRMD6-AS2,0,0,0,0,31,0
FRMD6,566,190,86,109,1514,781
FRMD6-AS1,32,25,8,4,116,30
GNG2,4,4,5,0,100,12
LOC102723604,0,0,0,0,0,0
RTRAF,980,675,423,98,3026,1228
NID2,110,50,31,13,288,37
PTGDR,0,0,0,1,0,0
PTGER2,5,7,0,0,1214,49
TXNDC16,23,4,6,1,64,14
GPR137C,3,0,3,0,12,2
ERO1A,115,101,39,20,456,367
PSMC6,376,164,214,30,898,315
STYX,62,23,27,6,117,47
GNPNAT1,179,66,41,17,268,95
FERMT2,1323,200,267,50,920,355
DDHD1,30,10,13,4,89,32
LOC101927620,1,0,0,0,0,0
MIR5580,0,0,0,0,0,0
BMP4,38,1,25,12,282,68
CDKN3,6,69,9,1,5,6
CNIH1,292,196,110,40,1518,465
GMFB,100,67,34,13,296,178
CGRRF1,113,38,42,6,171,74
SAMD4A,71,31,31,9,218,95
GCH1,2,1,4,1,76,3
MIR4308,0,0,0,0,0,0
WDHD1,13,7,6,1,21,18
SOCS4,69,23,23,2,100,46
MAPK1IP1L,280,142,96,27,576,218
LGALS3,605,294,169,87,393,627
DLGAP5,3,24,0,0,0,0
FBXO34,51,24,22,2,113,41
ATG14,49,15,19,2,66,27
TBPL2,0,0,0,0,0,0
KTN1-AS1,8,4,0,1,5,5
KTN1,1005,316,283,98,1478,512
RPL13AP3,1,0,0,0,0,0
LINC00520,0,0,2,3,1,7
PELI2,11,1,7,1,15,11
LOC101927690,0,0,0,0,0,0
TMEM260,40,25,8,5,124,33
OTX2,0,0,0,0,0,0
OTX2-AS1,0,0,0,0,0,0
EXOC5,150,61,39,22,225,144
AP5M1,52,21,28,7,110,72
NAA30,48,24,27,8,135,59
CCDC198,0,0,0,0,0,0
SLC35F4,0,0,0,0,0,0
ARMH4,32,11,5,1,42,26
ACTR10,549,190,198,56,1244,498
PSMA3,573,285,313,63,1597,558
PSMA3-AS1,94,48,19,11,234,72
LINC00216,0,0,0,0,0,0
ARID4A,143,33,58,10,135,49
TOMM20L,0,1,0,0,0,0
TIMM9,180,102,65,18,364,134
KIAA0586,58,25,20,4,148,47
DACT1,139,19,10,2,141,25
LINC01500,0,0,0,0,0,0
DAAM1,60,31,32,12,368,208
GPR135,17,6,2,1,40,8
L3HYPDH,149,49,43,20,283,119
JKAMP,257,82,82,41,654,351
CCDC175,0,0,0,0,0,0
RTN1,2,0,4,0,1,0
MIR5586,0,0,0,0,0,0
LRRC9,0,0,0,0,0,0
PCNX4,172,52,47,14,299,175
DHRS7,253,117,107,28,622,253
PPM1A,81,44,30,14,185,78
LINC02322,1,0,0,0,0,0
C14orf39,11,0,3,1,7,2
SIX6,0,0,0,0,0,0
SALRNA1,0,0,0,0,0,0
SIX1,466,343,41,26,0,112
MIR9718,0,0,0,0,0,0
SIX4,29,32,6,2,33,61
MNAT1,217,76,64,19,203,107
TRMT5,43,29,25,9,108,36
SLC38A6,58,27,20,4,123,111
TMEM30B,3,0,1,1,0,0
PRKCH,8,6,9,1,29,7
LINC01303,0,0,1,1,2,1
FLJ22447,1,2,0,3,3,11
HIF1A-AS1,0,0,1,0,6,3
HIF1A,860,526,149,112,4601,1645
HIF1A-AS3,0,0,0,0,0,0
HIF1A-AS2,3,0,1,0,4,1
SNAPC1,175,82,351,25,328,109
SYT16,66,0,8,11,0,1
LINC00643,126,0,19,0,0,0
LINC00644,0,0,0,0,0,0
KCNH5,0,0,0,0,0,0
RHOJ,65,33,16,4,3,49
GPHB5,0,0,0,0,0,0
PPP2R5E,177,97,73,22,513,200
LOC112268140,1,0,0,0,0,1
WDR89,16,8,6,2,39,16
SGPP1,25,18,6,4,65,41
SYNE2,29,44,13,4,84,13
MIR548H1,0,0,0,0,0,0
ESR2,0,0,0,1,0,0
TEX21P,0,0,0,0,0,0
MTHFD1,51,34,13,8,97,37
ZBTB25,37,18,2,5,113,30
AKAP5,16,3,0,0,62,2
ZBTB1,103,49,56,10,413,104
LOC102723809,0,0,0,0,0,0
HSPA2,45,2,0,0,17,1
PPP1R36,6,0,0,2,8,3
PLEKHG3,15,3,8,1,27,15
SPTB,1,0,1,1,0,1
MIR7855,0,0,0,0,0,0
CHURC1,485,250,192,48,1207,518
CHURC1-FNTB,0,0,0,0,0,0
GPX2,0,0,0,0,0,0
RAB15,47,8,8,2,19,14
FNTB,1,0,0,0,0,1
MAX,93,55,37,11,206,103
MIR4706,0,0,0,0,0,0
LOC100506321,0,0,0,0,0,0
LINC02324,0,0,0,0,0,0
MIR4708,0,0,0,0,0,0
FUT8,19,52,12,3,126,48
FUT8-AS1,2,4,1,0,2,2
MIR625,0,0,0,0,0,0
CCDC196,0,0,0,0,0,0
GPHN,14,7,3,1,16,9
FAM71D,0,0,0,0,0,0
MPP5,39,16,12,6,150,61
ATP6V1D,719,209,344,65,1476,454
EIF2S1,312,138,145,32,697,211
PLEK2,7,0,0,1,0,5
MIR5694,0,0,0,0,0,0
TMEM229B,1,1,0,0,12,3
PLEKHH1,0,1,0,0,3,0
PIGH,78,33,30,12,126,69
ARG2,48,7,32,3,29,27
VTI1B,414,187,140,32,716,402
RDH11,226,85,88,24,410,165
RDH12,0,0,0,0,0,0
ZFYVE26,30,13,11,4,76,15
RAD51B,6,3,0,0,27,5
LOC100996664,0,0,0,0,0,0
ZFP36L1,635,355,103,88,1439,928
ACTN1,2170,719,294,160,4153,1399
ACTN1-AS1,0,0,0,0,0,0
DCAF5,118,45,31,16,159,63
EXD2,53,24,14,7,98,35
GALNT16,2,1,0,0,3,3
ERH,699,492,476,82,2984,1066
SLC39A9,67,44,17,14,338,125
PLEKHD1,1,0,0,0,0,0
CCDC177,0,0,0,0,1,0
SUSD6,65,42,12,6,193,75
LOC100289511,0,0,0,0,0,0
SRSF5,384,245,224,30,1016,465
SLC10A1,0,0,0,0,0,0
LOC100506358,0,0,0,0,1,0
SMOC1,1,25,0,0,1,0
SNORD169,0,0,0,0,0,0
SLC8A3,0,1,1,0,0,0
LOC646548,0,0,0,0,0,0
ADAM21P1,0,0,0,0,0,0
COX16,81,11,18,9,236,113
SYNJ2BP-COX16,0,1,1,0,0,0
SYNJ2BP,131,61,29,12,214,94
ADAM21,0,0,0,0,0,0
ADAM20P1,0,0,1,0,5,1
ADAM20,0,0,0,0,0,0
MED6,99,42,34,14,253,117
LOC101928075,0,0,0,0,0,0
TTC9,21,1,13,0,4,4
LINC01269,0,0,0,0,0,0
MAP3K9,6,2,7,0,12,5
PCNX1,98,42,24,12,286,113
SIPA1L1,160,50,22,15,700,137
SNORD56B,0,0,0,0,0,0
LOC145474,6,4,1,3,49,14
RGS6,0,0,0,0,0,0
MIR7843,0,0,0,0,0,0
DPF3,9,17,0,1,18,15
DCAF4,8,9,6,5,46,13
ZFYVE1,54,14,13,8,69,25
RBM25,314,113,115,30,487,181
PSEN1,71,32,33,7,147,55
PAPLN,3,6,0,0,1,10
LOC101928123,0,0,0,0,0,4
NUMB,127,36,27,18,201,91
LOC101928143,0,1,0,0,4,2
HEATR4,0,0,0,0,0,0
RIOX1,31,13,8,3,77,35
ACOT1,0,0,1,0,1,0
ACOT2,10,0,4,0,32,12
ACOT4,37,0,6,1,3,15
ACOT6,0,0,0,0,0,0
DNAL1,46,16,13,1,153,53
PNMA1,118,60,55,10,248,101
ELMSAN1,33,30,19,6,88,38
MIR4505,0,0,0,0,0,0
LOC100506476,19,3,16,0,39,12
LINC02274,0,0,0,0,0,0
PTGR2,20,10,2,3,85,28
ZNF410,54,34,22,9,175,64
FAM161B,15,5,6,4,31,20
COQ6,27,15,24,5,98,42
ENTPD5,31,11,9,3,135,40
BBOF1,14,9,4,3,34,16
ALDH6A1,29,10,7,5,131,21
LIN52,24,6,11,2,73,25
VSX2,0,0,0,0,0,0
ABCD4,44,29,22,7,165,58
VRTN,0,0,0,0,0,0
SYNDIG1L,0,0,0,0,0,0
NPC2,590,406,380,112,3019,1358
MIR4709,0,0,0,0,0,0
ISCA2,251,123,121,11,567,192
LTBP2,210,149,14,58,1091,916
AREL1,33,17,15,4,154,47
FCF1,52,19,10,7,111,64
YLPM1,86,54,29,10,251,74
PROX2,0,0,0,0,0,0
DLST,72,45,28,8,158,77
RPS6KL1,0,1,0,0,0,0
PGF,0,5,2,0,0,2
EIF2B2,134,64,56,9,240,89
MLH3,53,19,14,6,131,35
ACYP1,41,29,40,9,90,46
ZC2HC1C,3,1,3,3,6,1
NEK9,22,43,1,9,116,30
TMED10,786,325,196,83,2525,845
FOS,6,43,4,0,265,15
LINC01220,0,0,1,0,0,1
JDP2,364,128,73,18,564,186
BATF,0,0,0,0,0,0
LOC102724153,0,0,0,0,0,0
FLVCR2,0,0,0,0,6,2
ERG28,264,86,58,16,596,175
TTLL5,12,9,4,0,33,7
TGFB3,6,5,0,1,26,5
IFT43,196,69,61,21,506,183
GPATCH2L,139,59,52,11,305,116
ESRRB,0,0,0,0,0,0
VASH1,18,5,8,2,53,17
VASH1-AS1,4,2,0,1,17,5
ANGEL1,20,6,2,1,32,15
LRRC74A,0,0,0,0,0,0
LINC01629,0,0,0,0,0,2
IRF2BPL,51,30,31,5,384,197
LINC02288,0,0,0,0,1,1
LINC02289,0,0,0,0,0,0
CIPC,18,6,10,1,49,19
ZDHHC22,0,0,1,0,0,0
TMEM63C,0,0,1,0,3,1
NGB,0,0,0,0,0,0
MIR1260A,0,0,0,0,0,0
POMT2,47,20,7,6,104,35
GSTZ1,79,47,20,4,196,96
TMED8,31,17,10,2,81,30
SAMD15,6,4,0,1,5,1
NOXRED1,0,0,0,0,0,0
VIPAS39,49,24,13,8,102,44
AHSA1,249,117,178,35,560,257
ISM2,0,0,0,0,1,3
SPTLC2,81,41,28,24,295,127
ALKBH1,17,12,20,3,73,19
SLIRP,813,234,178,60,1281,461
SNW1,334,116,145,37,458,179
